@relation dataset-bow-valence-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute valence numeric

@data
'fb family thanks bday wishes',5.5
'feeling especially racist americans today fucked skins ! ! ignorance ! ! ! ! ! ! ! ! crying',3
'hope ..',5
'carnival louise tarron , dad jayden . running round jayden knackered jayden enjoyed bless .',5.5
'like wish everyone happy valentines day',6
'wanting wish husband happy birthday ! ! !',6.5
'friend goin winter olympics',5
'way cold anything stay house work computer ! ! !',5
'love  ',6
'little acts kindness add lifetime happiness love ',7.5
'finished german project !',6
'enjoyed family time stl . love , glad home wink smirk',7
'life always lessons .. life school',5
lol,5
'sittin home lil man waiting take nap , nothin today hit',5
'little boy today  four',5
'thought mono entire year one time .. turns really bored',5
'went roller blading  miles today ! little tiring havent gone rollerblading since middle school .. totally flew ditch lol',6
'compo .',5
'automobile man cosmetics woman goes analytical process buying  prof dutta sorry bansal simply loved copying cheeky , playful   ',5.5
'eatin pizza , cought fire welding .. running pizza .. finally ',5
'heart broken instrument works .',5
'going work soon . life good !',7
'boy oh boy getting .. going excursion adam parents today .. sure means hope taking woods kill ..   ',4
'substitute  real thing .. oh yeah ! ! !',5.5
' subscribers reached youtube thank support ! ! ! ! ! laughing',6.5
'rafael van der vaart keen joining united .',5.5
'rain , rain , go away come another day ..',4
'happy navratras , , , , , , , ,god bless happiness , health luck',7.5
'come back couple hors ill ya !',5
'ready get home get snuggs .',5.5
'done done done ! pack ..',5.5
'thanx po sa greetings ..',5.5
'watched ghost girlfriends past . really cute ! ! !',6
'bd  wow thats old .',5
'eng frown , sad , angry pouting ',4
'pub missus last night , said , love you. said ',5
'omfg freaking one knows anything building major perfect intervals ? ? ? ? ? buy supplying upper note',3.5
'man ! love g ..  know well .  peace  love thats spirit ',6
'team threesome ! vapires suck officaly god comedy confrim deny',5
'mom absolutely greatest mom whole world ! ! sent flowers work today ! ! never flowers delivered work , ever ! ! got ta give credit sister neice helped pick . dad money came wallet . lol ! ! love family ! !',8
'steve holt bastard , guy even know father , else know guy ?',4.5
'love !',6.5
'getting ready go snowboarding  ca wait !',6
'things turn best make best way things turn',6
'difference try triumph little umph.  ',5.5
'write slamuel braza wall ? ? ? ? ? ? idk . , heyyy !',5
'people stupid sh  every day believe okay , really one trampled many already . saying right whatever want long willing accept consequences. ohh well ',4.5
'know place grass always greener',5.5
'aparantly shortage colgate every body chuppzin',5
'drinks cousin diane .. ! check back tomorrow beep . beep !',5.5
helpn,5
'rockin drums today bowling tonight .. gon na great day , thinks !',6.5
'done ! ! ! !',5.5
'yankees win ! ! ! !',6.5
'tell pain , long bored',3
'dreading stand hrs weekend looking forward seeing friday ! yay winning us tickets !',6
'gon na buy leather jacket really dark glasses , gon na get left ear peirced , nose peirced , lip peircing  actually thats overkill cut  anyway theres nothing . ha ! ! !',5
'friends .. first power party going place .. please come .. invited .. presence guest important .. regards love exceptional ..  happy',6
'less two hours grandma surgery .',5
'oh green lump putty found armpit one midsummer day',5
'got back snowboarding , still struggling sit . wipeouts hurt .. lot . many thanks lending gear . works great kept nice toasty cold day slopes .',5.5
'ca even think straight , tomoroow movein day .',4.5
'wants day work ..',5
'today last day states bit . china  real time  .',5
'woo go paul octopus legend congrats chuckie laughing xx',6
' chatt town  knoxville  fun times birthday ! ! , ',6.5
'january  ,   happy  a.m. nemmc .. god said let born unto two parents .  years ago .. tonight  happy  looking miracle .',6.5
'junior fever , cold , dry cough runny nose . worried concerned .  sigh ! ! ! ',3
'already work .. normally waking . lol',5
'need break free grip satan us say dose grip .',4.5
'ev drink responsibily .. ! enjoy .. ! cheers .. !',6
'hurray , maths left ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! time freak ! ! ! ! ! ! ! !',7
'busy working north slope alaska beautiful diff . like never could ever see anywhere else . still miss family',5.5
'see ! simple town competition ends  year marriage !',4.5
'got class schedule . shop theroy , along reading strats , english , psychology , inter alg , biotecmic spanish',5
'thanks everyone birthday wishes ! great bday !',7
'airport . smells like old ppl frown , sad , angry pouting',4
'hey everyone wished happy bday thanks much time send response  everyone thnx',6.5
'ca exs die done ! ? ! ? ! ? lol .. seriously ! ! ! ! ! ! !',2.5
'tomorrow brand new day attend service .pm . yeah ! feel excited attend saturday afternoon . happy',7
'go usa ! !',6
'got back rennissance festival minnesota brother . videos .. likely blackmailing shortly facebook myspace .. ill posting picsvids least links become available .',5
'stop sending friend suggestions driving crazy cheeky , playful',4
'.. want money back ..',4.5
'thoughts new year  god wo ask many promotions received , ask promoted others .',5.5
'fucking great weekend . fun friends absolutely nothing .',6.5
'phone tyler bascle happy love',6.5
'oh son .. see said cellular regeneration gon na hard e cheeky , playful lain .. ',4
'fucking internet slow !',3.5
'studying .. work ..',4.5
'happy making wicked movie  ! ! ! ! ! ! !   ',7.5
'went lol lmao lmmfao lmmmaaigjdhfffkfkfgigigg .. masters code tacticianhackeretc ..',4.5
'hi peoples',5
'facebook got gorgeous .',6
'halloween party tonight ! ! !',6
'handle stories ,  haha',5.5
'offering pc laptop reformat , troble shooting , research typing job ! !',5
'phhheewwww , finally found place ! !',6
nite,5
'ready brand new year ! ca wait visit second family el paso next week !',7.5
'good night !',5.5
'made mind .. time new beginning .. living life , yeah new day coming .. getting ready change yes , .. got ta keep running .. got ta better way yes , happy happy',7
'funny hit thirty get allergies , wrinkles , saggy boobs , etc .. drugs  years damn thing happens ! ! ! ? ? ? ? ?',3
'gim siomai babeeeh ..',5
'let quote lategreat colonel sanders , said .. drunk taste chicken.  ',5
'new crazy family  daddy limbad mommy inez kk ryan kk joko meeee dd fiona dd vickshiong dd steven dd joshua',5
'took lunch movie birthday  saw zombieland awesome !  mom nana took us ezell dinner birthday . good day , even though feels weird  .',6.5
'thanks birthday wishes . dinner chili jonesboro cheesecake desert .. bad birthday .',6
'ya best fathers day ever .. luv daddy .. gud nite facebook ..',7.5
'gon na reorder mw someone else ebay',5
'comes pass test , kindergarten best',5
'decided kid called , ..',5
'search deep mind , answers find , meet special someone , soul becomes undone , bliss pure , could dreamed nothing , trek end , find depend . like original poem cheeky , playful seriously ..',5.5
'happy birthday love ya hope great day well leaast try  bye',7
'says , every turkey dies',4.5
'three wonderful years fatherhood',7.5
'interested joining soul society  let know . thank .',5.5
'best nap ever .',6
'soothing jams penetrating eardrums .',6
'mommy reach , mommy reach , mommy reach . wonder bring .',5
'damn nfl draft ! told .yr old draft tonight , scared death draft coming room ..',4.5
'tired .. tired ..',4
'dad giving speech flag raising today . love family . happy',7
'cousin baby joining us sometime today ! new little girl family .',7
'life challenge . path take either lead great adventures great emptiness .. ever way look , choice ! get ! ! !',5
'laying wondering .. hell awake ?  . ',4
'argh .. rain annoying .. rather full thunderstorm , beautiful sunny .. ehh maybe grumpy . please call grouch happy',4
'gon na make transition veganism !',5.5
'secret happiness freedom , secret freedom courage , freedom ! ! ! ! ! ! !',6
'trying take mind fact heart hurting . watching episodes martin mind cloudy .',3.5
'miss best friend ..',3
'happy finally got converse happy',6.5
' sigh .. suck ! ! . .. people trust anymore .. end believing crap .. equation always ends slaps anger wrong person ? ? .. nice .. sleepy .. venting fb .. frown , sad , angry pouting skeptical , annoyed , undecided , uneasy hesitant . sad crying',2.5
'one final go',5
'mandatory reminder cnn  nasa reports nxt  months , earth gets hotter  degrees now.himalayang glaciers melting  rapid rate.our climate changing drastically  getting worst.we must help fight global warming ff steps.plant trees .do waste water .use cloth bag burn plastic.please copy  paste wall.do share.save earth .',5
'storm comin supposed pretty big . friends family talkin bout hail heavy rain , plus wind . usually weather patterns home town area california carry right ogden slc areas . get ready ! hit hard , meteorologist . like ever right either lol happy',5
'waiting lab class start , trying fall asleep .. cat keeps awake nights , really bad last night . keeps , next week bringing class .. cheeky , playful',5
' years old today .. big deal ppl',5
'best part cooking food get taste everyone else . anyone breaks rule subject getting hit spatula .',5
'make work',5
'last day x games . kids today sick !',6
'new house trying paint , fun stuff',5
'loving boyfriend said front everyone .. know one ! ! ! ! ! !',7
'life ending one minute time .',2
'heard good joke today womans day magazine . wake lady gaga . poke face  poker face  found funny happy',6
'uhhh part  ? ? ?',5
'hoping cowboys hold !',5.5
'tomorrow  school usual ,  hour delay cancelled ? please normal week !',4.5
'glad talked mom earlier . saved life real lol . also  side note  name jesus , jehova , demons tremble mere mention name  seek approval aim please u. thanks happy',5
'thank kind birthday wishes ! lucky wonderful family friends . , excuse date tom brady  minutes wink smirk',7.5
'says  lot happen coffee ! ! ! ! love love',6.5
'anybody fancy lookin beautiful ickle angels whole weekend sometime soon ? ?',5
'omg friday yet ! !',5
'one mornings got ta restrain feet busting dance public . easy find , lil asian girl blaring music coming ears bounce step ..',5.5
'wishing everyone happy new year . may friendships grow closer , love deepen happiness never fade . may year better last .',8
'know name , learn deep sink  rapture lies , wait beyond brink',5
'feel like giving recieving million hugs . . .',7
'kg .. blame ibiza ..',4
'happy .. .. happy teams ! shoot ! happy',6.5
'enter gates thanksgiving mouth , making plus  today , glory father son holy spirit .. amen',5.5
'.. know good time include learning growing , joy creating succeeding ..',6
'need nap !',4.5
'ps freakin awesome ! ? ! ? ! ?',6.5
'touched many wishes . thank wishes . may god bless many happiness good health .',7.5
'bored .. ! ! ! .. ',3.5
'thank everyone wishing happy birthday . proud reached another year , many great friends around world !',7
'oh yea , haiti .',5
'work much fun spending week crowbar hotel ! ! ! ! love kids amazing ca deny fact mine look ! ! ! going heart breakers bad one always getting heart broken ! ! ! ! well got  months clean tomorrow hey handle shit well clean ! ! !',7
'try shut effin mouth sometimes . sometimes . mema ah . memasabi lang . hahahaha',4
', please hurry come . mommy fit inbetween counter refriderator',4.5
', declare war math ! going fucker ! ! pissed wrong brain gon na kick ass hard gon na shit ears piss nose ! !',2.5
'time change .',5
'booooooored ! ppl talk thing ! !',5
'thanks  wishes ! ! !',6
'bored mind',4.5
'change fb back old way .. go left side menu , click , drag status update top , click status update back old way . thanks , ! !',5.5
'getting better .. hope ..  smiles faintly crowd onlookers ',5.5
'firing , bullets , happened bahrain ..',3.5
'ordinary .. really think .. love true .. common destiny .. meant ..   .. like perfect scene movie screen .. dream come true .. suited perfectly .. eternity ..   .. everyday ! ! need even  night times .. theres way could ever let chu goooo .. even wanted tooo .. everyday live try best give ',7.5
'papers showings number   sold ! ! really want come reserve ticket ',5
' get waking vegas    .',5
'wisdom teeth cut tuesday , hoping gon na hurt bad . skeptical , annoyed , undecided , uneasy hesitant',4
'ok yes bdo show algood , got catch like everyone nearly get sunburn skeptical , annoyed , undecided , uneasy hesitant',5
'woah week holiday .. things gon na .. muahhahahahaha',6
'congrats symantec ! yeh maggi encrypted hain kya ?',6
'hook horns ! !   ! ! ! went u.t . game austin fam .. next time think may tailgate .. pondering ..',6
'whomever invented basement dragged street shot .. repeatedly .. revived , allowed recover .. shot face .',3
'strange dreams . mean really .',5
'somebody please shoot already',2
'got job ! ! ! ! ! ! ! start tomorrow ! ! !',7
'well great night , got took tree , son got bath , wife couple devotions , played game zadok bath ate went work god good .',7
'mah birthday ! ! ! ! !',6
'ok seriously , heat go crap calling july ? !',3.5
'seriously , sure level boredom must cause least like , cancer something .',3.5
'get smart one hell movie .. must watch ..   ',6
'onli fb fter many dayzzzzzzzz ! ! ! ! !',5
'got hair cut .. ahhh big puff gone ! ! ! ! ! ! ! ! ! !',5
'want ice cream pretzels topping . weird ? ?',5
'making toast pm',5
'mention getting f     old ? ? ?',4
'fun today ! get ready e cheeky , playful lore south ! ! cheeky , playful',6.5
'sooo tired ca seem sleep bugger',4
'okay , exhausted , got home form work  hrs later , getting old shit . feel like old lady , look bright side .. kids today . thank god grandma live  min away . time catch sleep time hubby . happy',6
'love always find way !',7.5
'merry christmas !',6
'stoopid coffee pot died today .. crappy way start week .. ! !',3.5
'love cbrrr',5.5
'glad nice outside today  ',6.5
'heavy rain   leaks   call work order   fix   heavy rain   leaks ? ! ?  ca wait move two months ..   ',4
'gives presents presence alone',7
'last three days quite epic .. tommorow looks sweet well . first , sleep .',6.5
'two things .. looked wall long time .. thanks everyone birthday wishes kind words .. really means lot . happy second , today would best friend birthday . died almost  years ago rest peace becca . always heart .',4.5
'free living life fearless ..',5.5
'thinks facebook got hacked frown , sad , angry pouting',4
'watching truck racing w bf . pretty cool say',6
'well , least today . go irish ! ! !',6.5
'sometimes need strong , admit weak .',5.5
'quesadillas  even spell ',5
'finished rereading entire harry potter series . entirely sure next week ..',5
' weeks today new house .. yeah ! ! lots work ahead us ! ! !',6
'.. finally got friggin facebook . woohoo .',4.5
'true friend laughs stories even good',5.5
' filled many people know gym etiquette .',4
'chowdhury .',5
'heard talk , much want , never nobody put . keep cause done .',4.5
'one needs contact weekend b xbox got ta set two weeks vacation . hopefully vegas falls ,  need   worked  day work weeks past  months str   peace ! ! ! !',5
'ah , like cds . oh bfa ? must afternoon ? frown , sad , angry pouting',4
'got done watching fireworks',5
'graduating friday ! call make !',6
'thanks        ! ! ! , ',5
'fish water silent',5
'mountain biking  personal version hell . god must ironic mood born .',3.5
'new layout sucks hate think going get rid keep changing',3.5
'tgif ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',6.5
'ever danced devil pale moonlight ? ? ?',5
'got much tomorrow got ta get check , doctors , homework . busy busy busy lol',5
'nice full unlimited internet access .',5.5
'sitting husband .. sadly thats ever anymore lol',4.5
'holidays laughing laughing',6
'god glory .',5
'hello sweetheart ! ! promise god , even realize called ! whats bro ?',5.5
'dude ! really ? cancelled . grrr ..',4
'ever looked picture bring tears bc instant think see thier eyes ..',3.5
'chelsea winning  winning league ! ! nxt year , mon utd ! ! !',5.5
'got car back ! ! happy',6.5
'.. home stayin warm cozy .. btw sims  addictive ..',6
'still jorg stacey enjoying chillin family !',6
'shit quit',4
'studying colonialism emily lost yiying letter. yiying look',5
'god real love ! ! !',6.5
'wow behind facebook . lol sad ?',4.5
'much left !',3
'bury gone ? teach ? soon belong , time disappear ..',4.5
'tummy keeps hurting ,  , ! !',4
'made amazing home made calzones mmmmmmm .. nice loving cook !',6.5
'origin leap year , fyi interested ..',5
'taxes done ! ! happy',6
'brothersister week ! ! ! ! ! ! everyone change profile pic picture brother sister ! picture young current one ! copy paste , lets see many people love siblings ! ! ! !',5
'olly looks like thunder tonight , simon called entertainment genius !',5
'excited see family ..',6
'back vegas ..',5
'thinks people need told bitch hobby career !',4.5
'making stickers ! ! !',5.5
'evaluation quarter hour . wish luck happy',6
'happy birthday',5.5
' weeks  pages literature condition school systems read . wow ! public school systems need help . mean knew needed help . never realized much research backing already believed .  , sympathies  conducting interview  ccsd costaff , office superintendant  friday .. wish luck',4
'hi ! mzantsi plz give sex tips !',5
'saw guy acting like swag full attack fubu  fat ugly black  uncomfortable  dwl ! rite chenees beckford ? lmao !',4
'leaving milwaukee month , wish luck . fresh start , everything ever wanted .',7
'horseshoe bricks r done plz send things .',5
'bored would love  go',4.5
'citer fair sold kings island apollo management ! ! ! ! ! ! ! ! ! ! ! ! ! !',5
'french blows .. specially french quizzes .',4
'go grown ! ! thailand tonight',5.5
'ha .. ?',5
'one week guitars , top bar top bar back , shaby',5.5
'friendship like peeing pants  everyone see feel warmth .',5.5
'hold big picture .',5.5
'frown , sad , angry pouting ..  .. hopper ..  gratitude beyond words .',4
'thanks wished happy birthday ! much appreciated ! !',7
'joreo  xboxlive gamertag . see frontlines',5
'says  black bears everywhere ! please hike groups ! hiking alone came face face huge bear . tip  run yell bear  come . walk away slowly .',4.5
'finish reading young warriors v.s . reid book read seventh grade must proud , ',6
'started school tuesday got hit frankenstien virus freakin sick things need test tomorrow gon na study evn breathe',3
'well survived trail clinic sprit sooo good proud glad spook easy mind flags sacks dragging anyone rides know talking payton forest good ! ! ! ! trails kinda blah real extreme fun ! ! !',7
'bad news damage eye caused become incredibly photosensitive , need wear eyepatch . good news look fucking awesome !',5
'ok selling ipod touch   gen  g  rd gen  g  goodies come original boxes really good condition need shoot bid happy',5.5
'wants know facebook wants know whats mind ? ? ? hmmm facebook worried ! cheeky , playful',5
'end  ,  ! send answer  honest , matter ',5
'optimist proclaims live best possible worlds , pessimist fears true .',5
'profile picture took dark side moon concert , soon wall ,  days !',5.5
'measured weight put  kilos last month xd getting fater .. start exercising cheeky , playful',4.5
'thank guys b day wishes',5.5
'putting one foot front .. like dragging one foot front .',3.5
'become detached mentally concentrate helping people difficulties , able cope effectively . somehow , act selfgiving personal powerreleasing factor .  pisces man ',6.5
' year older got thrown pool .. haha .. thx  birthday wishes thankz much  surprise birthday ! ! ! enjoyed lot joyful',7
'woke jail together .. using four words .. would say ? copy paste status see funny  interesting  things friends say .  make comment , got ta put status . fair fair ',5
'first romance ..',6
'need  sleep ',4
'want , dnt want ya happy',5
'new locks , new keys , new lashes , night , think time go little fun happy',6.5
'pfft . like got none . drunk b lose shoe house .',4
'found .. flightless bird , grounded , bleeding lost , american mouth ..',5
'going school .',4
'thanks bday wishes !',6
'hey peeps  ssp ',5
'wat , wat ..',5
'received favorite email semester',5.5
poo,4.5
'poor sweet innocent thing , dry eyes testify . know live break . deny . sweet sacrifice .. ',4.5
' tickets lancer hockey game sat',5
'happy birthday ! two tremendously wonderful musicians indeed deserve celebration .',6.5
'tyty ! wish ya da best , fab day night ! xd cheerio !',7
'congratulations pc grad , joined faternity  innocent  .',6
'one door closes',5
'missing sarah tuesday',4
'job hunting much better job months frustrating responses keep getting sorry openings time keep praying get something soon.  ',4
'feels like tearin someone ass',4
'ok , change request . good morning facebook . hope last days good mine . get make happen . happy',7.5
'long day well worth must say !',6
'took son toys tv room .. hundredth time ! , left nothing bed dresser . bad time , never learn behave ? !',3.5
'forever  alma , alma mater . home mountaineers . sing thy honor , everlasting years . alma , alma mater . pledge song .. hail , hail alma mater , west virginia .',5.5
'finished catching   seasons met mother legen  wait  dary !',5.5
'room improvement  anything dislike unhappy something think lack character , please feel free tell . would appreciate comment negative sides definitely best change improve der . happy sad crying',6.5
'comes point life realize  matters , never , wo anymore .. always . .. , worry people past , reason make future',6
'running errands ! oh joy ! !',4
'received email walmart informing miss . thanks walmart . miss back , appreciate sentiment .',5
'wipe intellect door , bring warm imagination leave slice , apparation',5
'md psychiatry .. yipppeee ! ! ! ! ! !',6.5
'got sick using limewire anyone know good site program download muxic surprised',5
'ca wait see mommie daddy march happy happy happy happy happy happy',7.5
'thank everyone bday wishes',5.5
'say craziest little things ! love',5.5
'snow ? ?',4.5
'put status know someone suffers tottenham fan . tottenham fan real disorder taken seriously . still known cure sympathy help . raise awareness .   tottenham fans repost know copy paste . join us , keep tottenham fans away lives .. ever .. laughing',5.5
'looks like going eda tonight .',5
'headache ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',3
'got great wifey ! call duty black ops came today made sure got copy already ! ! hell yeah . love boo !',7
'hi thank sooo much bday wishes blessed sox ! remembered ! !',7.5
'hard find honest friends ?   ',3.5
'well , make chief , longer lpo  apparently arrogant , among things  , least got orders wanted .  , come .. get living next  months feels like left armpit world .',3.5
'life make .. remember make rash decisions !',5.5
'two new blackened dawn tshirts designed .. brootal . also appears yet another new guitar added family .. brings  kids thats case .',5
'hart panteth water brooks',5
'good weather man got wrong , thank god ! ! ! ! !',6
'burp gag cough ! ! birthday shannigans come much deserved end .. frown , sad , angry pouting',4
'grrrrrrrrrrrrrr !',4
'know goin  movies anymore skeptical , annoyed , undecided , uneasy hesitant',4
'done right .. hate feeling lost used control',2.5
'oohh ! ! ! smooth ! ! lakers baby .. twofour day everyday',6
'stevie wonder kind week . laughing',6
'gon na afk days safe friends sorry got touch',5
'schizophrenia test skeptical , annoyed , undecided , uneasy hesitant',3.5
'gud luck  pmr candidates ! ! ! ! ! ! ! ! ! ! !',5.5
' days left  weeks go break ! break ! break !',5.5
'cat .',5
'well surgery knee believe hurts , lol . going back work around first , maybe sooner .',4
love,6
'fina go dis party tallahassee',5
'bored mind',4
'understand hullabaloo language maharashtra ? ? ? afterall smile lexicon .. ?',5
'starting school next month',5
'loves purse got birthday . happy thank goodness , old one shreds .. literally .',6.5
'double dog dare like status .',5
'facebook ..   p',5
'lets go steelers',5.5
'missin baby love , , beddd   class work ..',5.5
'says serious sincere  ',5.5
'got cops outside game tv watch',5
'hurting ..',3
'going take neice georgia hudson ice skating.here goes wet sore butt falling .',5
'every seems like pointless repetitive cycle never ends must go . want something happen make seem like point .',2.5
'still beleive scotland lost wales',5
'say ever going dq supposed come inside take drive .. happy',5
' today !',5.5
'fayetteville . flew raleighdurham airport , drive knew getting close started seeing fences around used car dealerships . pawn shops payday loan places dead giveaways . ditto strip clubs . militaryveteran guys know talking .',5
'hates waking ',4
'hello . hope everyone good day .',6
'alone . ca sleep . thinking much ..',3
'crappy day trick treat well fun letting trin watch carrie wait !',5.5
'busy scoring online .',5
'keepin head high doin',7
'looking forward .',4
'currently wanting take class draw naked models . educational . hope neat tidy . x ',5
'must hard sorry put sorry helping hand lend wish better friend tell sorry  gesture , look , touch ? never realized hurt much sorry hurt mean sorry hurt , regret , . , regret',3
'  l  p ',5
'chillen wit mi gurlz . last nite watched set . thts mi shyt . man much fun . well nite two .',6.5
'nigga ray still mean yrs league !',4.5
'thinking early .. getting ready go mom yard sale happy',6
'finally got internet running new place , thank fond birthday wishes !',6.5
' months jobless , homeless happy .',4.5
'hate fucking snow',2.5
'whenever need anything , get . know get know needs without even yet part life .',4.5
'shot mommies happy mothers day ! ! hope everyone yall blessed wonderful day',8
'snowing hiram looks like stickin.',5.5
'much progress weekend . hoping make appearance soon !',5.5
'finals sadness',4
'fixing best weekend world',7
'bought phone happy',6
'voodoo fest waz awesomeness ! !',7
'exhausted back weak still yesterday tat ..',3.5
'bahamas ! ! ! nice ! ! !',7.5
'eid greetings wonderful friends ..',7
'wer pox lucky today da bastards.united wil bak top time ! !',5
'glad internet definitely fixed . thanks !',6.5
'omfg ! ! ! ? simone ? well ruined sunday',3
'coo .. friday night headin club laterz keepin warm ..',5
'go white good things ! !',5.5
'lol got suspendid',4
'wet hard',5
'last day ',5
'thank everyone great birthday wishes . wonderful evening . god bless !',7.5
'trying school uniforms xd feels weird wearing sadness',5
'ok ppl reelasing flo rida  right roung  tribo elctro rmx  today .. watch space ! ! !',5
'seriously deal ..',4
'lalala good day today happy text meeee ',6
'ok  scream , take secnd breathe ..  deep breath  hey , der .. cn fl legs tremblin  fl da sweat drippn frm chest den lyk ohohoh bby dnt stp b lyk noiwo ima tke  da top ..   , ',5
'hi mr. passed restaurant city  ',6
' cars drive yay ..',4
'played mass effect  beer hand weekend ',5
'wait december  see new man ! ! yay ! ! !',6.5
'never give',6.5
'anyone wondering calling texting back , blackberry died saturday night .. hopefully battery !',5
'decided play along wayback week picture thing.  ',5
'maybe subconcious make waffles .  pink spider ',5
'wants see everyone !',6
'saved baby bird dog . good deed day , check .',6
'feeling much better today .',7
'madly love tory seeley ! ! ! love',7
'thanks everyone birthday wishes another year good thing blessed many wonderful people life love all.p.s tamika birthday baby great gift thanks much love even colts fans lol',8
'exciting get new washer , exciting clean inch water flooded utility room , kitchen , dining room ! thanks installing washer wrong ! ! !',3.5
'bored life want go something',3.5
'trying decide   gotten birthday go towards bills actually buy something . sure remembers anymore .',5
'crying laughing hard , assistant kills stories .. marshmallow puff ? really , really ?',6
'rollercoaster ..',5
'kudos mom ! ! really happy something good finally come way ! ! love ! !',7.5
'happy new year everyone ! xox',6.5
'going  transplant appointment goes . feeling peachy horrid knowing long drive  thing .. although need  know antibiotics  take  get teeth worked on.last time med work went septic  fun  also eye appt friday.i  ly wt neat new glasses.well let see lung studies show .. lil scare cheeky , playful ',3.5
'hopes mom feels better soon .. broke arm church today . let lesson everyone going mass weekdays !',4
'gudnyt everybody',5
'become huge fan delete option matrix controls mathcad . makes simplifying pesky stiffness matrices lot faster . assuming one deletes correct rows columns.  ',5
'new jobs good .. guess',5.5
'reading siddhartha',5
'heart broken sister . husband died today . total mess , help get . strong enough . maybe tell enough , come true .',2
'happy valentine day ..',5.5
'winning moment fr wat .. ! ! !   ',5.5
'thanks everyone',5.5
'merry christmas !',6.5
'decorating house xmas tom fun ! !',6.5
'thank much prayers support ! great back home ! trip amazing alot good done . one credit , jesus christ . glory !',8
'watchhin pregency pact',5
'making collage .',5
'aunt teaching make fried potatoz .. yum !',6
'p poke  ever crush .   like  status find attractive .   message  everwanted date    comment  good memories   let see brave enough copy paste status ..   ',5.5
'sometimes got let everything go  purge . unhappy anything . . . whatever bringing , get rid . find free , true creativity , true self comes .',7
'thank much lovely wishes guys ! ! ! ! happy kiss',7
'chunk  sixteen thritytwo . ? year ? mouth ',5
'watching fantacy factory resting long day .',5
'ok .. guess relatively new event scheduling thing .. could figure facebook event scheduler , tried evite .. feel free respond either think future updates facebook events page .',5
'someone remind upload photo two',5
'bengaluru come happy',6
'tune . radio tomoro hear mine aqils show',5
'well final fantasy xi servers shutdown least week due earthquakes ,  understand completely  wtf going ? surprise',4
'never hear anybody scream stand',5
'stayed way late last night .. lot work get done today frown , sad , angry pouting',3.5
'gettin ready work soon lookin forward .',4
'damn finally got caught sleep , went lil overboard . oh well !',5.5
'damn smoked vap oh shit lol',5
'listen heart',6
'thank girl went bday weekend blast love',7
'saved man today . look word different . would born . world pray fo day . may god bless .',7
'loves mom ! proud say thank moms helping great person today .. please copy paste profile ! e cheeky , playful ect see many times page ! people longer moms appreciate !  still say thanks love . ',7.5
'thanks guys ,  milestone age xd well least awesome number',6
'world small lost . live life , let life kill !',6.5
'wishes could gone funeral ! frown , sad , angry pouting',2.5
'looking  new tennis racket',5
'bored wat ? ?',4.5
'damn ! forgot daylight savings ! ! ! ! ! !',4.5
'jury duty .',5
'hanging .. dreading work .. missing ! ! love much ! !',5
'thinks dick needs get pedestal , ',3
'yep .. yep .',5
'like beard',5.5
'tommorow going fucking amazing . let say involves ps , black ops , mr. holbrook , fifth period , school . bunch kids .',6.5
'great , ill. fate conspiring bastard .',3.5
'work wed. night . . sorry church gang nothing . .',4
'bad wolf . create . take words .. scatter , time space . message , lead .',5
'isa feeling sick woohoo ! lol',6
'loves hubby singing laughing',6
'nice day full adventures manchester happy .. hard life sometimes happy   ',5.5
'right root manning left . go colts ! !',5.5
'woke nice nap.about go moms hair.got get back et sleep well rested big day tomrrow.to girls great day marrow.love yall ! ! ! ! !',7
'good morning w head ache .',4
'comes start every sleepless night ..   ',4.5
'going make horror movie heros night .',5
'.. life fairytale .. wonderful fairytale .. ',6.5
'hate spam frown , sad , angry pouting',4
'marrey christmas ! hope everyone astounding day , gets tons loot ! ! !',7.5
'working five days week take bath five days , friends laughing . way care bible says nothings sabath deed nothing watch tomorrow morning go work . laugh wo take bath',5
'feeling like bird sitting high happy',7
'merry christmas',6
'might flu ! ! yay   ugh ! ! !',4
'guess whos back yeah da   dj facebook hahaha enjoy fam ! ! ! ! ! !',6
'poor abraham lincoln bad barack obama ca trade places . anti obama hate guy . f   obama biggest fan rfm .',2
'way beautiful popular sick .. fml',4
'bridal shop ! ! happy',6.5
'look mate found google earth laughing go go street view rugdeveien  ,  bergen , hordaland , norway',5
'sudden , powerful  wife would describe differently  need completely overhaul house , clean every nook cranny , completely reorganize everything sight ?',5
'helping cafe  di luna move new spot rd herr . best coffee city .. dwelling negativity contributes power . putting inspiration , imagination skills test ..',5.5
'may need little drink jazz bar',5
'never lost .. , let win .. , reward .. , grab hold heart ..',5
'goddamnit people , sale , sell . jesus christ ',5
'hey guys step mom challenged . dollars clean cats litter box gary think name . well almost died back smelt rotted turd ever want ot forgot .',5
'water teaches us acceptance .. let emotions flow like water ..',5.5
'teaching chito skip cle remorse ..',5
'busy project .. time end semester ..',5
