@relation dataset-bow-arousal-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute arousal numeric

@data
'.. faucet puts water . needs settings hot cold water . like .. coke .. beer . yes ! ! ! beer ! ! faucet needs give beer , time want , temp , brand .. yes !  sigh  unfortunantly dream .',6.5
'currently sooo tired days without enough sleep havin go work ai joke .. happy make amp energy drinks ',3
'thanks everyone birthday wishes ! laughing',5
'watching spirit stallion cimarron keep puting pause luckly ive seen  times love songsnshadow dragon',2
'starting snow ..',1.5
'feel like old school western movie , dam fra ! !',5.5
'nobody world hv crystal clear heart becoz every one heart sum scratches scribled loved ones ..',3
'beginning august , tigers usual second half season death spiral . turned today game  favor sox',1.5
'thanks everyone birthday messages',1.5
'great class hero journey . watched stars wars . makes good night .',1.5
'well today better e cheeky , playful ected   tomorrow gon na better',2
'tyred .. wanting go bed earliest . also missing bloemfontein friends .. two sleeps city roses ..',2
'love new shoes ! ! !',6
'girls like drano ..',2
'fb family thanks bday wishes',1.5
'feeling especially racist americans today fucked skins ! ! ignorance ! ! ! ! ! ! ! ! crying',9
'hope ..',2
'carnival louise tarron , dad jayden . running round jayden knackered jayden enjoyed bless .',1.5
'like wish everyone happy valentines day',1.5
'wanting wish husband happy birthday ! ! !',6.5
'friend goin winter olympics',1.5
'way cold anything stay house work computer ! ! !',6
'love  ',1.5
'little acts kindness add lifetime happiness love ',4.5
'finished german project !',5
'enjoyed family time stl . love , glad home wink smirk',4
'life always lessons .. life school',2.5
lol,2.5
'sittin home lil man waiting take nap , nothin today hit',1.5
'little boy today  four',1
'thought mono entire year one time .. turns really bored',2
'went roller blading  miles today ! little tiring havent gone rollerblading since middle school .. totally flew ditch lol',4.5
'compo .',1.5
'automobile man cosmetics woman goes analytical process buying  prof dutta sorry bansal simply loved copying cheeky , playful   ',2
'eatin pizza , cought fire welding .. running pizza .. finally ',2.5
'heart broken instrument works .',1
'going work soon . life good !',5
'boy oh boy getting .. going excursion adam parents today .. sure means hope taking woods kill ..   ',3.5
'substitute  real thing .. oh yeah ! ! !',6
' subscribers reached youtube thank support ! ! ! ! ! laughing',8.5
'rafael van der vaart keen joining united .',1
'rain , rain , go away come another day ..',2
'happy navratras , , , , , , , ,god bless happiness , health luck',2
'come back couple hors ill ya !',6
'ready get home get snuggs .',1.5
'done done done ! pack ..',5.5
'thanx po sa greetings ..',2
'watched ghost girlfriends past . really cute ! ! !',6
'bd  wow thats old .',2.5
'eng frown , sad , angry pouting ',2.5
'pub missus last night , said , love you. said ',1.5
'omfg freaking one knows anything building major perfect intervals ? ? ? ? ? buy supplying upper note',7.5
'man ! love g ..  know well .  peace  love thats spirit ',5
'team threesome ! vapires suck officaly god comedy confrim deny',4.5
'mom absolutely greatest mom whole world ! ! sent flowers work today ! ! never flowers delivered work , ever ! ! got ta give credit sister neice helped pick . dad money came wallet . lol ! ! love family ! !',7
'steve holt bastard , guy even know father , else know guy ?',3.5
'love !',5
'getting ready go snowboarding  ca wait !',5.5
'things turn best make best way things turn',1.5
'difference try triumph little umph.  ',1.5
'write slamuel braza wall ? ? ? ? ? ? idk . , heyyy !',6.5
'people stupid sh  every day believe okay , really one trampled many already . saying right whatever want long willing accept consequences. ohh well ',3.5
'know place grass always greener',1.5
'aparantly shortage colgate every body chuppzin',2
'drinks cousin diane .. ! check back tomorrow beep . beep !',4.5
helpn,1.5
'rockin drums today bowling tonight .. gon na great day , thinks !',5
'done ! ! ! !',6.5
'yankees win ! ! ! !',8
'tell pain , long bored',1.5
'dreading stand hrs weekend looking forward seeing friday ! yay winning us tickets !',4.5
'gon na buy leather jacket really dark glasses , gon na get left ear peirced , nose peirced , lip peircing  actually thats overkill cut  anyway theres nothing . ha ! ! !',4.5
'friends .. first power party going place .. please come .. invited .. presence guest important .. regards love exceptional ..  happy',3.5
'less two hours grandma surgery .',1.5
'oh green lump putty found armpit one midsummer day',1.5
'got back snowboarding , still struggling sit . wipeouts hurt .. lot . many thanks lending gear . works great kept nice toasty cold day slopes .',2
'ca even think straight , tomoroow movein day .',1
'wants day work ..',2
'today last day states bit . china  real time  .',1.5
'woo go paul octopus legend congrats chuckie laughing xx',3.5
' chatt town  knoxville  fun times birthday ! ! , ',5.5
'january  ,   happy  a.m. nemmc .. god said let born unto two parents .  years ago .. tonight  happy  looking miracle .',2.5
'junior fever , cold , dry cough runny nose . worried concerned .  sigh ! ! ! ',5
'already work .. normally waking . lol',3
'need break free grip satan us say dose grip .',2
'ev drink responsibily .. ! enjoy .. ! cheers .. !',5
'hurray , maths left ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! time freak ! ! ! ! ! ! ! !',9
'busy working north slope alaska beautiful diff . like never could ever see anywhere else . still miss family',1.5
'see ! simple town competition ends  year marriage !',5
'got class schedule . shop theroy , along reading strats , english , psychology , inter alg , biotecmic spanish',1
'thanks everyone birthday wishes ! great bday !',5
'airport . smells like old ppl frown , sad , angry pouting',2
'hey everyone wished happy bday thanks much time send response  everyone thnx',2.5
'ca exs die done ! ? ! ? ! ? lol .. seriously ! ! ! ! ! ! !',8
'tomorrow brand new day attend service .pm . yeah ! feel excited attend saturday afternoon . happy',5
'go usa ! !',5.5
'got back rennissance festival minnesota brother . videos .. likely blackmailing shortly facebook myspace .. ill posting picsvids least links become available .',2
'stop sending friend suggestions driving crazy cheeky , playful',4.5
'.. want money back ..',2.5
'thoughts new year  god wo ask many promotions received , ask promoted others .',2.5
'fucking great weekend . fun friends absolutely nothing .',3
'phone tyler bascle happy love',3.5
'oh son .. see said cellular regeneration gon na hard e cheeky , playful lain .. ',3.5
'fucking internet slow !',5.5
'studying .. work ..',2
'happy making wicked movie  ! ! ! ! ! ! !   ',7.5
'went lol lmao lmmfao lmmmaaigjdhfffkfkfgigigg .. masters code tacticianhackeretc ..',3.5
'hi peoples',1.5
'facebook got gorgeous .',2
'halloween party tonight ! ! !',6
'handle stories ,  haha',3
'offering pc laptop reformat , troble shooting , research typing job ! !',5.5
'phhheewwww , finally found place ! !',5.5
nite,1
'ready brand new year ! ca wait visit second family el paso next week !',5.5
'good night !',4.5
'made mind .. time new beginning .. living life , yeah new day coming .. getting ready change yes , .. got ta keep running .. got ta better way yes , happy happy',4
'funny hit thirty get allergies , wrinkles , saggy boobs , etc .. drugs  years damn thing happens ! ! ! ? ? ? ? ?',6.5
'gim siomai babeeeh ..',2
'let quote lategreat colonel sanders , said .. drunk taste chicken.  ',1.5
'new crazy family  daddy limbad mommy inez kk ryan kk joko meeee dd fiona dd vickshiong dd steven dd joshua',1.5
'took lunch movie birthday  saw zombieland awesome !  mom nana took us ezell dinner birthday . good day , even though feels weird  .',3.5
'thanks birthday wishes . dinner chili jonesboro cheesecake desert .. bad birthday .',2.5
'ya best fathers day ever .. luv daddy .. gud nite facebook ..',2.5
'gon na reorder mw someone else ebay',1
'comes pass test , kindergarten best',1.5
'decided kid called , ..',2.5
'search deep mind , answers find , meet special someone , soul becomes undone , bliss pure , could dreamed nothing , trek end , find depend . like original poem cheeky , playful seriously ..',2
'happy birthday love ya hope great day well leaast try  bye',4
'says , every turkey dies',1.5
'three wonderful years fatherhood',1
'interested joining soul society  let know . thank .',1
'best nap ever .',1
'soothing jams penetrating eardrums .',1
'mommy reach , mommy reach , mommy reach . wonder bring .',1
'damn nfl draft ! told .yr old draft tonight , scared death draft coming room ..',5
'tired .. tired ..',2
'dad giving speech flag raising today . love family . happy',3
'cousin baby joining us sometime today ! new little girl family .',5
'life challenge . path take either lead great adventures great emptiness .. ever way look , choice ! get ! ! !',5
'laying wondering .. hell awake ?  . ',3
'argh .. rain annoying .. rather full thunderstorm , beautiful sunny .. ehh maybe grumpy . please call grouch happy',3.5
'gon na make transition veganism !',5.5
'secret happiness freedom , secret freedom courage , freedom ! ! ! ! ! ! !',7.5
'trying take mind fact heart hurting . watching episodes martin mind cloudy .',2
'miss best friend ..',1.5
'happy finally got converse happy',2.5
' sigh .. suck ! ! . .. people trust anymore .. end believing crap .. equation always ends slaps anger wrong person ? ? .. nice .. sleepy .. venting fb .. frown , sad , angry pouting skeptical , annoyed , undecided , uneasy hesitant . sad crying',5
'one final go',1
'mandatory reminder cnn  nasa reports nxt  months , earth gets hotter  degrees now.himalayang glaciers melting  rapid rate.our climate changing drastically  getting worst.we must help fight global warming ff steps.plant trees .do waste water .use cloth bag burn plastic.please copy  paste wall.do share.save earth .',4
'storm comin supposed pretty big . friends family talkin bout hail heavy rain , plus wind . usually weather patterns home town area california carry right ogden slc areas . get ready ! hit hard , meteorologist . like ever right either lol happy',4
'waiting lab class start , trying fall asleep .. cat keeps awake nights , really bad last night . keeps , next week bringing class .. cheeky , playful',3
' years old today .. big deal ppl',2.5
'best part cooking food get taste everyone else . anyone breaks rule subject getting hit spatula .',2.5
'make work',1.5
'last day x games . kids today sick !',5.5
'new house trying paint , fun stuff',1.5
'loving boyfriend said front everyone .. know one ! ! ! ! ! !',7.5
'life ending one minute time .',2.5
'heard good joke today womans day magazine . wake lady gaga . poke face  poker face  found funny happy',2.5
'uhhh part  ? ? ?',3
'hoping cowboys hold !',5
'tomorrow  school usual ,  hour delay cancelled ? please normal week !',5
'glad talked mom earlier . saved life real lol . also  side note  name jesus , jehova , demons tremble mere mention name  seek approval aim please u. thanks happy',3
'thank kind birthday wishes ! lucky wonderful family friends . , excuse date tom brady  minutes wink smirk',4.5
'says  lot happen coffee ! ! ! ! love love',7
'anybody fancy lookin beautiful ickle angels whole weekend sometime soon ? ?',3.5
'omg friday yet ! !',6
'one mornings got ta restrain feet busting dance public . easy find , lil asian girl blaring music coming ears bounce step ..',2.5
'wishing everyone happy new year . may friendships grow closer , love deepen happiness never fade . may year better last .',1.5
'know name , learn deep sink  rapture lies , wait beyond brink',1.5
'feel like giving recieving million hugs . . .',2
'kg .. blame ibiza ..',2
'happy .. .. happy teams ! shoot ! happy',5
'enter gates thanksgiving mouth , making plus  today , glory father son holy spirit .. amen',4
'.. know good time include learning growing , joy creating succeeding ..',1.5
'need nap !',4.5
'ps freakin awesome ! ? ! ? ! ?',7
'touched many wishes . thank wishes . may god bless many happiness good health .',2.5
'bored .. ! ! ! .. ',6.5
'thank everyone wishing happy birthday . proud reached another year , many great friends around world !',5
'oh yea , haiti .',1.5
'work much fun spending week crowbar hotel ! ! ! ! love kids amazing ca deny fact mine look ! ! ! going heart breakers bad one always getting heart broken ! ! ! ! well got  months clean tomorrow hey handle shit well clean ! ! !',7
'try shut effin mouth sometimes . sometimes . mema ah . memasabi lang . hahahaha',4.5
', please hurry come . mommy fit inbetween counter refriderator',1.5
', declare war math ! going fucker ! ! pissed wrong brain gon na kick ass hard gon na shit ears piss nose ! !',8
'time change .',1.5
'booooooored ! ppl talk thing ! !',5
'thanks  wishes ! ! !',5.5
'bored mind',1
'change fb back old way .. go left side menu , click , drag status update top , click status update back old way . thanks , ! !',5
'getting better .. hope ..  smiles faintly crowd onlookers ',2.5
'firing , bullets , happened bahrain ..',2
'ordinary .. really think .. love true .. common destiny .. meant ..   .. like perfect scene movie screen .. dream come true .. suited perfectly .. eternity ..   .. everyday ! ! need even  night times .. theres way could ever let chu goooo .. even wanted tooo .. everyday live try best give ',3.5
'papers showings number   sold ! ! really want come reserve ticket ',5
' get waking vegas    .',1.5
'wisdom teeth cut tuesday , hoping gon na hurt bad . skeptical , annoyed , undecided , uneasy hesitant',2
'ok yes bdo show algood , got catch like everyone nearly get sunburn skeptical , annoyed , undecided , uneasy hesitant',2
'woah week holiday .. things gon na .. muahhahahahaha',3.5
'congrats symantec ! yeh maggi encrypted hain kya ?',5
'hook horns ! !   ! ! ! went u.t . game austin fam .. next time think may tailgate .. pondering ..',5.5
'whomever invented basement dragged street shot .. repeatedly .. revived , allowed recover .. shot face .',3.5
'strange dreams . mean really .',3
'somebody please shoot already',2.5
'got job ! ! ! ! ! ! ! start tomorrow ! ! !',8.5
'well great night , got took tree , son got bath , wife couple devotions , played game zadok bath ate went work god good .',1.5
'mah birthday ! ! ! ! !',6.5
'ok seriously , heat go crap calling july ? !',6.5
'seriously , sure level boredom must cause least like , cancer something .',3
'get smart one hell movie .. must watch ..   ',3.5
'onli fb fter many dayzzzzzzzz ! ! ! ! !',7.5
'got hair cut .. ahhh big puff gone ! ! ! ! ! ! ! ! ! !',8.5
'want ice cream pretzels topping . weird ? ?',3.5
'making toast pm',1
'mention getting f     old ? ? ?',4.5
'fun today ! get ready e cheeky , playful lore south ! ! cheeky , playful',6
'sooo tired ca seem sleep bugger',2
'okay , exhausted , got home form work  hrs later , getting old shit . feel like old lady , look bright side .. kids today . thank god grandma live  min away . time catch sleep time hubby . happy',4
'love always find way !',5.5
'merry christmas !',5
'stoopid coffee pot died today .. crappy way start week .. ! !',5.5
'love cbrrr',1.5
'glad nice outside today  ',2.5
'heavy rain   leaks   call work order   fix   heavy rain   leaks ? ! ?  ca wait move two months ..   ',5
'gives presents presence alone',1.5
'last three days quite epic .. tommorow looks sweet well . first , sleep .',2.5
'two things .. looked wall long time .. thanks everyone birthday wishes kind words .. really means lot . happy second , today would best friend birthday . died almost  years ago rest peace becca . always heart .',2.5
'free living life fearless ..',2.5
'thinks facebook got hacked frown , sad , angry pouting',2
'watching truck racing w bf . pretty cool say',1.5
'well , least today . go irish ! ! !',7
'sometimes need strong , admit weak .',1.5
'quesadillas  even spell ',1
'finished rereading entire harry potter series . entirely sure next week ..',1.5
' weeks today new house .. yeah ! ! lots work ahead us ! ! !',6
'.. finally got friggin facebook . woohoo .',2
'true friend laughs stories even good',1.5
' filled many people know gym etiquette .',1.5
'chowdhury .',1
'heard talk , much want , never nobody put . keep cause done .',1.5
'one needs contact weekend b xbox got ta set two weeks vacation . hopefully vegas falls ,  need   worked  day work weeks past  months str   peace ! ! ! !',5.5
'ah , like cds . oh bfa ? must afternoon ? frown , sad , angry pouting',2.5
'got done watching fireworks',1
'graduating friday ! call make !',5.5
'thanks        ! ! ! , ',6.5
'fish water silent',1.5
'mountain biking  personal version hell . god must ironic mood born .',2
'new layout sucks hate think going get rid keep changing',3
'tgif ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',9
'ever danced devil pale moonlight ? ? ?',3.5
'got much tomorrow got ta get check , doctors , homework . busy busy busy lol',2
'nice full unlimited internet access .',1.5
'sitting husband .. sadly thats ever anymore lol',2.5
'holidays laughing laughing',5.5
'god glory .',1.5
'hello sweetheart ! ! promise god , even realize called ! whats bro ?',5.5
'dude ! really ? cancelled . grrr ..',5.5
'ever looked picture bring tears bc instant think see thier eyes ..',2.5
'chelsea winning  winning league ! ! nxt year , mon utd ! ! !',6.5
'got car back ! ! happy',5.5
'.. home stayin warm cozy .. btw sims  addictive ..',2
'still jorg stacey enjoying chillin family !',5.5
'shit quit',2.5
'studying colonialism emily lost yiying letter. yiying look',2.5
'god real love ! ! !',6.5
'wow behind facebook . lol sad ?',2
'much left !',5.5
'bury gone ? teach ? soon belong , time disappear ..',2.5
'tummy keeps hurting ,  , ! !',5.5
'made amazing home made calzones mmmmmmm .. nice loving cook !',5
'origin leap year , fyi interested ..',2
'taxes done ! ! happy',5.5
'brothersister week ! ! ! ! ! ! everyone change profile pic picture brother sister ! picture young current one ! copy paste , lets see many people love siblings ! ! ! !',6.5
'olly looks like thunder tonight , simon called entertainment genius !',5
'excited see family ..',2
'back vegas ..',1.5
'thinks people need told bitch hobby career !',5
'making stickers ! ! !',5.5
'evaluation quarter hour . wish luck happy',2.5
'happy birthday',1.5
' weeks  pages literature condition school systems read . wow ! public school systems need help . mean knew needed help . never realized much research backing already believed .  , sympathies  conducting interview  ccsd costaff , office superintendant  friday .. wish luck',3
'hi ! mzantsi plz give sex tips !',5
'saw guy acting like swag full attack fubu  fat ugly black  uncomfortable  dwl ! rite chenees beckford ? lmao !',6.5
'leaving milwaukee month , wish luck . fresh start , everything ever wanted .',2.5
'horseshoe bricks r done plz send things .',1.5
'bored would love  go',2
'citer fair sold kings island apollo management ! ! ! ! ! ! ! ! ! ! ! ! ! !',8
'french blows .. specially french quizzes .',3
'go grown ! ! thailand tonight',5.5
'ha .. ?',3
'one week guitars , top bar top bar back , shaby',1.5
'friendship like peeing pants  everyone see feel warmth .',1.5
'hold big picture .',1.5
'frown , sad , angry pouting ..  .. hopper ..  gratitude beyond words .',2.5
'thanks wished happy birthday ! much appreciated ! !',5.5
'joreo  xboxlive gamertag . see frontlines',1
'says  black bears everywhere ! please hike groups ! hiking alone came face face huge bear . tip  run yell bear  come . walk away slowly .',5
'finish reading young warriors v.s . reid book read seventh grade must proud , ',2
'started school tuesday got hit frankenstien virus freakin sick things need test tomorrow gon na study evn breathe',2.5
'well survived trail clinic sprit sooo good proud glad spook easy mind flags sacks dragging anyone rides know talking payton forest good ! ! ! ! trails kinda blah real extreme fun ! ! !',6
'bad news damage eye caused become incredibly photosensitive , need wear eyepatch . good news look fucking awesome !',5
'ok selling ipod touch   gen  g  rd gen  g  goodies come original boxes really good condition need shoot bid happy',1.5
'wants know facebook wants know whats mind ? ? ? hmmm facebook worried ! cheeky , playful',5
'end  ,  ! send answer  honest , matter ',5.5
'optimist proclaims live best possible worlds , pessimist fears true .',1.5
'profile picture took dark side moon concert , soon wall ,  days !',5
'measured weight put  kilos last month xd getting fater .. start exercising cheeky , playful',2.5
'thank guys b day wishes',1.5
'putting one foot front .. like dragging one foot front .',2.5
'become detached mentally concentrate helping people difficulties , able cope effectively . somehow , act selfgiving personal powerreleasing factor .  pisces man ',1
' year older got thrown pool .. haha .. thx  birthday wishes thankz much  surprise birthday ! ! ! enjoyed lot joyful',5.5
'woke jail together .. using four words .. would say ? copy paste status see funny  interesting  things friends say .  make comment , got ta put status . fair fair ',2.5
'first romance ..',2
'need  sleep ',1.5
'want , dnt want ya happy',2
'new locks , new keys , new lashes , night , think time go little fun happy',2
'pfft . like got none . drunk b lose shoe house .',2.5
'found .. flightless bird , grounded , bleeding lost , american mouth ..',2
'going school .',1.5
'thanks bday wishes !',5
'hey peeps  ssp ',1.5
'wat , wat ..',1.5
'received favorite email semester',1
poo,1
'poor sweet innocent thing , dry eyes testify . know live break . deny . sweet sacrifice .. ',1.5
' tickets lancer hockey game sat',1
'happy birthday ! two tremendously wonderful musicians indeed deserve celebration .',5.5
'tyty ! wish ya da best , fab day night ! xd cheerio !',5.5
'congratulations pc grad , joined faternity  innocent  .',1.5
'one door closes',1
'missing sarah tuesday',1
'job hunting much better job months frustrating responses keep getting sorry openings time keep praying get something soon.  ',1.5
'feels like tearin someone ass',2.5
'ok , change request . good morning facebook . hope last days good mine . get make happen . happy',2.5
'long day well worth must say !',5
'took son toys tv room .. hundredth time ! , left nothing bed dresser . bad time , never learn behave ? !',6.5
'forever  alma , alma mater . home mountaineers . sing thy honor , everlasting years . alma , alma mater . pledge song .. hail , hail alma mater , west virginia .',3
'finished catching   seasons met mother legen  wait  dary !',5.5
'room improvement  anything dislike unhappy something think lack character , please feel free tell . would appreciate comment negative sides definitely best change improve der . happy sad crying',2
'comes point life realize  matters , never , wo anymore .. always . .. , worry people past , reason make future',2.5
'running errands ! oh joy ! !',6
'received email walmart informing miss . thanks walmart . miss back , appreciate sentiment .',1.5
'wipe intellect door , bring warm imagination leave slice , apparation',1.5
'md psychiatry .. yipppeee ! ! ! ! ! !',6.5
'got sick using limewire anyone know good site program download muxic surprised',2.5
'ca wait see mommie daddy march happy happy happy happy happy happy',4.5
'thank everyone bday wishes',1.5
'say craziest little things ! love',5.5
'snow ? ?',3.5
'put status know someone suffers tottenham fan . tottenham fan real disorder taken seriously . still known cure sympathy help . raise awareness .   tottenham fans repost know copy paste . join us , keep tottenham fans away lives .. ever .. laughing',2
'looks like going eda tonight .',1.5
'headache ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',9
'got great wifey ! call duty black ops came today made sure got copy already ! ! hell yeah . love boo !',5.5
'hi thank sooo much bday wishes blessed sox ! remembered ! !',5.5
'hard find honest friends ?   ',2
'well , make chief , longer lpo  apparently arrogant , among things  , least got orders wanted .  , come .. get living next  months feels like left armpit world .',2.5
'life make .. remember make rash decisions !',5
'two new blackened dawn tshirts designed .. brootal . also appears yet another new guitar added family .. brings  kids thats case .',2
'hart panteth water brooks',1
'good weather man got wrong , thank god ! ! ! ! !',6.5
'burp gag cough ! ! birthday shannigans come much deserved end .. frown , sad , angry pouting',5
'grrrrrrrrrrrrrr !',5
'know goin  movies anymore skeptical , annoyed , undecided , uneasy hesitant',2
'done right .. hate feeling lost used control',3
'oohh ! ! ! smooth ! ! lakers baby .. twofour day everyday',6
'stevie wonder kind week . laughing',3
'gon na afk days safe friends sorry got touch',1.5
'schizophrenia test skeptical , annoyed , undecided , uneasy hesitant',2
'gud luck  pmr candidates ! ! ! ! ! ! ! ! ! ! !',7
' days left  weeks go break ! break ! break !',5
'cat .',1
'well surgery knee believe hurts , lol . going back work around first , maybe sooner .',2
love,1
'fina go dis party tallahassee',1.5
'bored mind',3
'understand hullabaloo language maharashtra ? ? ? afterall smile lexicon .. ?',3.5
'starting school next month',1
'loves purse got birthday . happy thank goodness , old one shreds .. literally .',2.5
'double dog dare like status .',3.5
'facebook ..   p',2.5
'lets go steelers',1.5
'missin baby love , , beddd   class work ..',3
'says serious sincere  ',1.5
'got cops outside game tv watch',1
'hurting ..',2
'going take neice georgia hudson ice skating.here goes wet sore butt falling .',1.5
'every seems like pointless repetitive cycle never ends must go . want something happen make seem like point .',1.5
'still beleive scotland lost wales',1.5
'say ever going dq supposed come inside take drive .. happy',2.5
' today !',5
'fayetteville . flew raleighdurham airport , drive knew getting close started seeing fences around used car dealerships . pawn shops payday loan places dead giveaways . ditto strip clubs . militaryveteran guys know talking .',1.5
'hates waking ',2
'hello . hope everyone good day .',1.5
'alone . ca sleep . thinking much ..',2
'crappy day trick treat well fun letting trin watch carrie wait !',5
'busy scoring online .',1.5
'keepin head high doin',1.5
'looking forward .',1
'currently wanting take class draw naked models . educational . hope neat tidy . x ',2.5
'must hard sorry put sorry helping hand lend wish better friend tell sorry  gesture , look , touch ? never realized hurt much sorry hurt mean sorry hurt , regret , . , regret',2
'  l  p ',1.5
'chillen wit mi gurlz . last nite watched set . thts mi shyt . man much fun . well nite two .',2
'nigga ray still mean yrs league !',5.5
'thinking early .. getting ready go mom yard sale happy',3.5
'finally got internet running new place , thank fond birthday wishes !',5.5
' months jobless , homeless happy .',1.5
'hate fucking snow',3.5
'whenever need anything , get . know get know needs without even yet part life .',4.5
'shot mommies happy mothers day ! ! hope everyone yall blessed wonderful day',6.5
'snowing hiram looks like stickin.',2.5
'much progress weekend . hoping make appearance soon !',5
'finals sadness',2
'fixing best weekend world',1
'bought phone happy',2
'voodoo fest waz awesomeness ! !',7.5
'exhausted back weak still yesterday tat ..',2.5
'bahamas ! ! ! nice ! ! !',7.5
'eid greetings wonderful friends ..',5
'wer pox lucky today da bastards.united wil bak top time ! !',5.5
'glad internet definitely fixed . thanks !',4.5
'omfg ! ! ! ? simone ? well ruined sunday',7
'coo .. friday night headin club laterz keepin warm ..',3
'go white good things ! !',5.5
'lol got suspendid',2.5
'wet hard',2.5
'last day ',1
'thank everyone great birthday wishes . wonderful evening . god bless !',5
'trying school uniforms xd feels weird wearing sadness',3
'ok ppl reelasing flo rida  right roung  tribo elctro rmx  today .. watch space ! ! !',6.5
'seriously deal ..',2.5
'lalala good day today happy text meeee ',3
'ok  scream , take secnd breathe ..  deep breath  hey , der .. cn fl legs tremblin  fl da sweat drippn frm chest den lyk ohohoh bby dnt stp b lyk noiwo ima tke  da top ..   , ',2
'hi mr. passed restaurant city  ',2
' cars drive yay ..',2.5
'played mass effect  beer hand weekend ',1.5
'wait december  see new man ! ! yay ! ! !',7
'never give',1
'anyone wondering calling texting back , blackberry died saturday night .. hopefully battery !',4
'decided play along wayback week picture thing.  ',1.5
'maybe subconcious make waffles .  pink spider ',1.5
'wants see everyone !',5
'saved baby bird dog . good deed day , check .',1.5
'feeling much better today .',1.5
'madly love tory seeley ! ! ! love',6.5
'thanks everyone birthday wishes another year good thing blessed many wonderful people life love all.p.s tamika birthday baby great gift thanks much love even colts fans lol',2
'exciting get new washer , exciting clean inch water flooded utility room , kitchen , dining room ! thanks installing washer wrong ! ! !',7
'bored life want go something',1
'trying decide   gotten birthday go towards bills actually buy something . sure remembers anymore .',1.5
'crying laughing hard , assistant kills stories .. marshmallow puff ? really , really ?',4
'rollercoaster ..',2
'kudos mom ! ! really happy something good finally come way ! ! love ! !',6.5
'happy new year everyone ! xox',5.5
'going  transplant appointment goes . feeling peachy horrid knowing long drive  thing .. although need  know antibiotics  take  get teeth worked on.last time med work went septic  fun  also eye appt friday.i  ly wt neat new glasses.well let see lung studies show .. lil scare cheeky , playful ',3
'hopes mom feels better soon .. broke arm church today . let lesson everyone going mass weekdays !',4.5
'gudnyt everybody',1
'become huge fan delete option matrix controls mathcad . makes simplifying pesky stiffness matrices lot faster . assuming one deletes correct rows columns.  ',1
'new jobs good .. guess',2
'reading siddhartha',1
'heart broken sister . husband died today . total mess , help get . strong enough . maybe tell enough , come true .',1.5
'happy valentine day ..',2
'winning moment fr wat .. ! ! !   ',4
'thanks everyone',1
'merry christmas !',5
'decorating house xmas tom fun ! !',5.5
'thank much prayers support ! great back home ! trip amazing alot good done . one credit , jesus christ . glory !',6
'watchhin pregency pact',1
'making collage .',1
'aunt teaching make fried potatoz .. yum !',4.5
'p poke  ever crush .   like  status find attractive .   message  everwanted date    comment  good memories   let see brave enough copy paste status ..   ',2.5
'sometimes got let everything go  purge . unhappy anything . . . whatever bringing , get rid . find free , true creativity , true self comes .',2
'thank much lovely wishes guys ! ! ! ! happy kiss',6.5
'chunk  sixteen thritytwo . ? year ? mouth ',1.5
'watching fantacy factory resting long day .',1
'ok .. guess relatively new event scheduling thing .. could figure facebook event scheduler , tried evite .. feel free respond either think future updates facebook events page .',2.5
'someone remind upload photo two',1
'bengaluru come happy',3.5
'tune . radio tomoro hear mine aqils show',1
'well final fantasy xi servers shutdown least week due earthquakes ,  understand completely  wtf going ? surprise',3.5
'never hear anybody scream stand',1.5
'stayed way late last night .. lot work get done today frown , sad , angry pouting',2.5
'gettin ready work soon lookin forward .',1.5
'damn finally got caught sleep , went lil overboard . oh well !',4
'damn smoked vap oh shit lol',2.5
'listen heart',1
'thank girl went bday weekend blast love',2.5
'saved man today . look word different . would born . world pray fo day . may god bless .',1.5
'loves mom ! proud say thank moms helping great person today .. please copy paste profile ! e cheeky , playful ect see many times page ! people longer moms appreciate !  still say thanks love . ',5.5
'thanks guys ,  milestone age xd well least awesome number',2.5
'world small lost . live life , let life kill !',5
'wishes could gone funeral ! frown , sad , angry pouting',5.5
'looking  new tennis racket',1.5
'bored wat ? ?',3
'damn ! forgot daylight savings ! ! ! ! ! !',7
'jury duty .',1
'hanging .. dreading work .. missing ! ! love much ! !',5.5
'thinks dick needs get pedestal , ',4
'yep .. yep .',1.5
'like beard',1
'tommorow going fucking amazing . let say involves ps , black ops , mr. holbrook , fifth period , school . bunch kids .',3
'great , ill. fate conspiring bastard .',2.5
'work wed. night . . sorry church gang nothing . .',2
'bad wolf . create . take words .. scatter , time space . message , lead .',2.5
'isa feeling sick woohoo ! lol',3.5
'loves hubby singing laughing',2
'nice day full adventures manchester happy .. hard life sometimes happy   ',3
'right root manning left . go colts ! !',6.5
'woke nice nap.about go moms hair.got get back et sleep well rested big day tomrrow.to girls great day marrow.love yall ! ! ! ! !',6
'good morning w head ache .',1
'comes start every sleepless night ..   ',2
'going make horror movie heros night .',1
'.. life fairytale .. wonderful fairytale .. ',2
'hate spam frown , sad , angry pouting',1.5
